状态栈后10个                                           符号栈后10个                                           输入前10个                                            动作                                                
0 1 6 14 58 200 150                               stmts id2 = tan ( factor                          / 4 ) ; g = asin ( 1 )                            (150,/)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(200,unary)→147
0 1 6 14 58 200 147                               stmts id2 = tan ( unary                           / 4 ) ; g = asin ( 1 )                            (147,/)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(200,term)→146
0 1 6 14 58 200 146                               stmts id2 = tan ( term                            / 4 ) ; g = asin ( 1 )                            (146,/)→s359
0 1 6 14 58 200 146 359                           stmts id2 = tan ( term /                          4 ) ; g = asin ( 1 ) ;                            (359,num)→s155
0 1 6 14 58 200 146 359 155                       stmts id2 = tan ( term / num                      ) ; g = asin ( 1 ) ; h                            (155,))→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(359,factor)→150
0 1 6 14 58 200 146 359 150                       stmts id2 = tan ( term / factor                   ) ; g = asin ( 1 ) ; h                            (150,))→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(359,unary)→679
0 1 6 14 58 200 146 359 679                       stmts id2 = tan ( term / unary                    ) ; g = asin ( 1 ) ; h                            (679,))→r31：根据term→term / unary 归约：将状态栈和符号栈都出栈3个，再将term加到符号栈里，再(200,term)→146
0 1 6 14 58 200 146                               stmts id2 = tan ( term                            ) ; g = asin ( 1 ) ; h                            (146,))→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(200,expr)→145
0 1 6 14 58 200 145                               stmts id2 = tan ( expr                            ) ; g = asin ( 1 ) ; h                            (145,))→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(200,rel)→144
0 1 6 14 58 200 144                               stmts id2 = tan ( rel                             ) ; g = asin ( 1 ) ; h                            (144,))→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(200,equality)→143
0 1 6 14 58 200 143                               stmts id2 = tan ( equality                        ) ; g = asin ( 1 ) ; h                            (143,))→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(200,join)→142
0 1 6 14 58 200 142                               stmts id2 = tan ( join                            ) ; g = asin ( 1 ) ; h                            (142,))→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(200,bool)→435
0 1 6 14 58 200 435                               stmts id2 = tan ( bool                            ) ; g = asin ( 1 ) ; h                            (435,))→s735
0 1 6 14 58 200 435 735                           stmts id2 = tan ( bool )                          ; g = asin ( 1 ) ; h =                            (735,;)→r48：根据factor→tan ( bool )归约：将状态栈和符号栈都出栈4个，再将factor加到符号栈里，再(14,factor)→49
0 1 6 14 49                                       stmts id2 = factor                                ; g = asin ( 1 ) ; h =                            (49,;)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(14,unary)→46
0 1 6 14 46                                       stmts id2 = unary                                 ; g = asin ( 1 ) ; h =                            (46,;)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(14,term)→45
0 1 6 14 45                                       stmts id2 = term                                  ; g = asin ( 1 ) ; h =                            (45,;)→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(14,expr)→44
0 1 6 14 44                                       stmts id2 = expr                                  ; g = asin ( 1 ) ; h =                            (44,;)→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(14,rel)→43
0 1 6 14 43                                       stmts id2 = rel                                   ; g = asin ( 1 ) ; h =                            (43,;)→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(14,equality)→42
0 1 6 14 42                                       stmts id2 = equality                              ; g = asin ( 1 ) ; h =                            (42,;)→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(14,join)→41
0 1 6 14 41                                       stmts id2 = join                                  ; g = asin ( 1 ) ; h =                            (41,;)→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(14,bool)→39
0 1 6 14 39                                       stmts id2 = bool                                  ; g = asin ( 1 ) ; h =                            (39,;)→r78：根据s2→bool归约：将状态栈和符号栈都出栈1个，再将s2加到符号栈里，再(14,s2)→37
0 1 6 14 37                                       stmts id2 = s2                                    ; g = asin ( 1 ) ; h =                            (37,;)→r7：根据s→id2 = s2归约：将状态栈和符号栈都出栈3个，再将s加到符号栈里，再(1,s)→3
0 1 3                                             stmts s                                           ; g = asin ( 1 ) ; h =                            (3,;)→s9
0 1 3 9                                           stmts s ;                                         g = asin ( 1 ) ; h = acos                         (9,id)→r4：根据stmt→s ;归约：将状态栈和符号栈都出栈2个，再将stmt加到符号栈里，再(1,stmt)→2
0 1 2                                             stmts stmt                                        g = asin ( 1 ) ; h = acos                         (2,id)→r1：根据stmts→stmts stmt 归约：将状态栈和符号栈都出栈2个，再将stmts加到符号栈里，再(0,stmts)→1
0 1                                               stmts                                             g = asin ( 1 ) ; h = acos                         (1,id)→s7
0 1 7                                             stmts id                                          = asin ( 1 ) ; h = acos (                         (7,=)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(1,id2)→6
0 1 6                                             stmts id2                                         = asin ( 1 ) ; h = acos (                         (6,=)→s14
0 1 6 14                                          stmts id2 =                                       asin ( 1 ) ; h = acos ( 0.5                       (14,asin)→s59
0 1 6 14 59                                       stmts id2 = asin                                  ( 1 ) ; h = acos ( 0.5 )                          (59,()→s201
0 1 6 14 59 201                                   stmts id2 = asin (                                1 ) ; h = acos ( 0.5 ) ;                          (201,num)→s155
0 1 6 14 59 201 155                               stmts id2 = asin ( num                            ) ; h = acos ( 0.5 ) ; i                          (155,))→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(201,factor)→150
0 1 6 14 59 201 150                               stmts id2 = asin ( factor                         ) ; h = acos ( 0.5 ) ; i                          (150,))→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(201,unary)→147
0 1 6 14 59 201 147                               stmts id2 = asin ( unary                          ) ; h = acos ( 0.5 ) ; i                          (147,))→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(201,term)→146
0 1 6 14 59 201 146                               stmts id2 = asin ( term                           ) ; h = acos ( 0.5 ) ; i                          (146,))→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(201,expr)→145
0 1 6 14 59 201 145                               stmts id2 = asin ( expr                           ) ; h = acos ( 0.5 ) ; i                          (145,))→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(201,rel)→144
0 1 6 14 59 201 144                               stmts id2 = asin ( rel                            ) ; h = acos ( 0.5 ) ; i                          (144,))→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(201,equality)→143
0 1 6 14 59 201 143                               stmts id2 = asin ( equality                       ) ; h = acos ( 0.5 ) ; i                          (143,))→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(201,join)→142
0 1 6 14 59 201 142                               stmts id2 = asin ( join                           ) ; h = acos ( 0.5 ) ; i                          (142,))→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(201,bool)→436
0 1 6 14 59 201 436                               stmts id2 = asin ( bool                           ) ; h = acos ( 0.5 ) ; i                          (436,))→s736
0 1 6 14 59 201 436 736                           stmts id2 = asin ( bool )                         ; h = acos ( 0.5 ) ; i =                          (736,;)→r49：根据factor→asin ( bool )归约：将状态栈和符号栈都出栈4个，再将factor加到符号栈里，再(14,factor)→49
0 1 6 14 49                                       stmts id2 = factor                                ; h = acos ( 0.5 ) ; i =                          (49,;)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(14,unary)→46
0 1 6 14 46                                       stmts id2 = unary                                 ; h = acos ( 0.5 ) ; i =                          (46,;)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(14,term)→45
0 1 6 14 45                                       stmts id2 = term                                  ; h = acos ( 0.5 ) ; i =                          (45,;)→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(14,expr)→44
0 1 6 14 44                                       stmts id2 = expr                                  ; h = acos ( 0.5 ) ; i =                          (44,;)→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(14,rel)→43
0 1 6 14 43                                       stmts id2 = rel                                   ; h = acos ( 0.5 ) ; i =                          (43,;)→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(14,equality)→42
0 1 6 14 42                                       stmts id2 = equality                              ; h = acos ( 0.5 ) ; i =                          (42,;)→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(14,join)→41
0 1 6 14 41                                       stmts id2 = join                                  ; h = acos ( 0.5 ) ; i =                          (41,;)→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(14,bool)→39
0 1 6 14 39                                       stmts id2 = bool                                  ; h = acos ( 0.5 ) ; i =                          (39,;)→r78：根据s2→bool归约：将状态栈和符号栈都出栈1个，再将s2加到符号栈里，再(14,s2)→37
0 1 6 14 37                                       stmts id2 = s2                                    ; h = acos ( 0.5 ) ; i =                          (37,;)→r7：根据s→id2 = s2归约：将状态栈和符号栈都出栈3个，再将s加到符号栈里，再(1,s)→3
0 1 3                                             stmts s                                           ; h = acos ( 0.5 ) ; i =                          (3,;)→s9
0 1 3 9                                           stmts s ;                                         h = acos ( 0.5 ) ; i = atan                       (9,id)→r4：根据stmt→s ;归约：将状态栈和符号栈都出栈2个，再将stmt加到符号栈里，再(1,stmt)→2
0 1 2                                             stmts stmt                                        h = acos ( 0.5 ) ; i = atan                       (2,id)→r1：根据stmts→stmts stmt 归约：将状态栈和符号栈都出栈2个，再将stmts加到符号栈里，再(0,stmts)→1
0 1                                               stmts                                             h = acos ( 0.5 ) ; i = atan                       (1,id)→s7
0 1 7                                             stmts id                                          = acos ( 0.5 ) ; i = atan (                       (7,=)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(1,id2)→6
0 1 6                                             stmts id2                                         = acos ( 0.5 ) ; i = atan (                       (6,=)→s14
0 1 6 14                                          stmts id2 =                                       acos ( 0.5 ) ; i = atan ( √                       (14,acos)→s60
0 1 6 14 60                                       stmts id2 = acos                                  ( 0.5 ) ; i = atan ( √ 3                          (60,()→s202
0 1 6 14 60 202                                   stmts id2 = acos (                                0.5 ) ; i = atan ( √ 3 )                          (202,num)→s155
0 1 6 14 60 202 155                               stmts id2 = acos ( num                            ) ; i = atan ( √ 3 ) $                            (155,))→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(202,factor)→150
0 1 6 14 60 202 150                               stmts id2 = acos ( factor                         ) ; i = atan ( √ 3 ) $                            (150,))→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(202,unary)→147
0 1 6 14 60 202 147                               stmts id2 = acos ( unary                          ) ; i = atan ( √ 3 ) $                            (147,))→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(202,term)→146
0 1 6 14 60 202 146                               stmts id2 = acos ( term                           ) ; i = atan ( √ 3 ) $                            (146,))→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(202,expr)→145
0 1 6 14 60 202 145                               stmts id2 = acos ( expr                           ) ; i = atan ( √ 3 ) $                            (145,))→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(202,rel)→144
0 1 6 14 60 202 144                               stmts id2 = acos ( rel                            ) ; i = atan ( √ 3 ) $                            (144,))→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(202,equality)→143
0 1 6 14 60 202 143                               stmts id2 = acos ( equality                       ) ; i = atan ( √ 3 ) $                            (143,))→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(202,join)→142
0 1 6 14 60 202 142                               stmts id2 = acos ( join                           ) ; i = atan ( √ 3 ) $                            (142,))→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(202,bool)→437
0 1 6 14 60 202 437                               stmts id2 = acos ( bool                           ) ; i = atan ( √ 3 ) $                            (437,))→s737
0 1 6 14 60 202 437 737                           stmts id2 = acos ( bool )                         ; i = atan ( √ 3 ) $                              (737,;)→r50：根据factor→acos ( bool )归约：将状态栈和符号栈都出栈4个，再将factor加到符号栈里，再(14,factor)→49
0 1 6 14 49                                       stmts id2 = factor                                ; i = atan ( √ 3 ) $                              (49,;)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(14,unary)→46
0 1 6 14 46                                       stmts id2 = unary                                 ; i = atan ( √ 3 ) $                              (46,;)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(14,term)→45
0 1 6 14 45                                       stmts id2 = term                                  ; i = atan ( √ 3 ) $                              (45,;)→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(14,expr)→44
0 1 6 14 44                                       stmts id2 = expr                                  ; i = atan ( √ 3 ) $                              (44,;)→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(14,rel)→43
0 1 6 14 43                                       stmts id2 = rel                                   ; i = atan ( √ 3 ) $                              (43,;)→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(14,equality)→42
0 1 6 14 42                                       stmts id2 = equality                              ; i = atan ( √ 3 ) $                              (42,;)→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(14,join)→41
0 1 6 14 41                                       stmts id2 = join                                  ; i = atan ( √ 3 ) $                              (41,;)→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(14,bool)→39
0 1 6 14 39                                       stmts id2 = bool                                  ; i = atan ( √ 3 ) $                              (39,;)→r78：根据s2→bool归约：将状态栈和符号栈都出栈1个，再将s2加到符号栈里，再(14,s2)→37
0 1 6 14 37                                       stmts id2 = s2                                    ; i = atan ( √ 3 ) $                              (37,;)→r7：根据s→id2 = s2归约：将状态栈和符号栈都出栈3个，再将s加到符号栈里，再(1,s)→3
0 1 3                                             stmts s                                           ; i = atan ( √ 3 ) $                              (3,;)→s9
0 1 3 9                                           stmts s ;                                         i = atan ( √ 3 ) $                                (9,id)→r4：根据stmt→s ;归约：将状态栈和符号栈都出栈2个，再将stmt加到符号栈里，再(1,stmt)→2
0 1 2                                             stmts stmt                                        i = atan ( √ 3 ) $                                (2,id)→r1：根据stmts→stmts stmt 归约：将状态栈和符号栈都出栈2个，再将stmts加到符号栈里，再(0,stmts)→1
0 1                                               stmts                                             i = atan ( √ 3 ) $                                (1,id)→s7
0 1 7                                             stmts id                                          = atan ( √ 3 ) $                                  (7,=)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(1,id2)→6
0 1 6                                             stmts id2                                         = atan ( √ 3 ) $                                  (6,=)→s14
0 1 6 14                                          stmts id2 =                                       atan ( √ 3 ) $                                    (14,atan)→s61
0 1 6 14 61                                       stmts id2 = atan                                  ( √ 3 ) $                                         (61,()→s203
0 1 6 14 61 203                                   stmts id2 = atan (                                √ 3 ) $                                           (203,√)→s151
0 1 6 14 61 203 151                               stmts id2 = atan ( √                              3 ) $                                             (151,num)→s155
0 1 6 14 61 203 151 155                           stmts id2 = atan ( √ num                          ) $                                               (155,))→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(151,factor)→150
0 1 6 14 61 203 151 150                           stmts id2 = atan ( √ factor                       ) $                                               (150,))→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(151,unary)→367
0 1 6 14 61 203 151 367                           stmts id2 = atan ( √ unary                        ) $                                               (367,))→r42：根据unary→√ unary归约：将状态栈和符号栈都出栈2个，再将unary加到符号栈里，再(203,unary)→147
0 1 6 14 61 203 147                               stmts id2 = atan ( unary                          ) $                                               (147,))→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(203,term)→146
0 1 6 14 61 203 146                               stmts id2 = atan ( term                           ) $                                               (146,))→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(203,expr)→145
0 1 6 14 61 203 145                               stmts id2 = atan ( expr                           ) $                                               (145,))→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(203,rel)→144
0 1 6 14 61 203 144                               stmts id2 = atan ( rel                            ) $                                               (144,))→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(203,equality)→143
0 1 6 14 61 203 143                               stmts id2 = atan ( equality                       ) $                                               (143,))→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(203,join)→142
0 1 6 14 61 203 142                               stmts id2 = atan ( join                           ) $                                               (142,))→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(203,bool)→438
0 1 6 14 61 203 438                               stmts id2 = atan ( bool                           ) $                                               (438,))→s738
0 1 6 14 61 203 438 738                           stmts id2 = atan ( bool )                         $                                                 (738,$)→r51：根据factor→atan ( bool )归约：将状态栈和符号栈都出栈4个，再将factor加到符号栈里，再(14,factor)→49
0 1 6 14 49                                       stmts id2 = factor                                $                                                 (49,$)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(14,unary)→46
0 1 6 14 46                                       stmts id2 = unary                                 $                                                 (46,$)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(14,term)→45
0 1 6 14 45                                       stmts id2 = term                                  $                                                 (45,$)→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(14,expr)→44
0 1 6 14 44                                       stmts id2 = expr                                  $                                                 (44,$)→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(14,rel)→43
0 1 6 14 43                                       stmts id2 = rel                                   $                                                 (43,$)→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(14,equality)→42
0 1 6 14 42                                       stmts id2 = equality                              $                                                 (42,$)→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(14,join)→41
0 1 6 14 41                                       stmts id2 = join                                  $                                                 (41,$)→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(14,bool)→39
0 1 6 14 39                                       stmts id2 = bool                                  $                                                 (39,$)→r78：根据s2→bool归约：将状态栈和符号栈都出栈1个，再将s2加到符号栈里，再(14,s2)→37
0 1 6 14 37                                       stmts id2 = s2                                    $                                                 (37,$)→r7：根据s→id2 = s2归约：将状态栈和符号栈都出栈3个，再将s加到符号栈里，再(1,s)→3
0 1 3                                             stmts s                                           $                                                 (3,$)→r5：根据stmt→s归约：将状态栈和符号栈都出栈1个，再将stmt加到符号栈里，再(1,stmt)→2
0 1 2                                             stmts stmt                                        $                                                 (2,$)→r1：根据stmts→stmts stmt 归约：将状态栈和符号栈都出栈2个，再将stmts加到符号栈里，再(0,stmts)→1
0 1                                               stmts                                             $                                                 
