状态栈后10个                                           符号栈后10个                                           输入前10个                                            动作                                                
0 1 5 11 31 128 28 116 262                        stmts i0 i { stmts id2 = bool                     } else { d = 1 ; e = 1                            (262,})→r78：根据s2→bool归约：将状态栈和符号栈都出栈1个，再将s2加到符号栈里，再(116,s2)→260
0 1 5 11 31 128 28 116 260                        stmts i0 i { stmts id2 = s2                       } else { d = 1 ; e = 1                            (260,})→r7：根据s→id2 = s2归约：将状态栈和符号栈都出栈3个，再将s加到符号栈里，再(128,s)→25
0 1 5 11 31 128 25                                stmts i0 i { stmts s                              } else { d = 1 ; e = 1                            (25,})→r5：根据stmt→s归约：将状态栈和符号栈都出栈1个，再将stmt加到符号栈里，再(128,stmt)→24
0 1 5 11 31 128 24                                stmts i0 i { stmts stmt                           } else { d = 1 ; e = 1                            (24,})→r1：根据stmts→stmts stmt 归约：将状态栈和符号栈都出栈2个，再将stmts加到符号栈里，再(31,stmts)→128
0 1 5 11 31 128                                   stmts i0 i { stmts                                } else { d = 1 ; e = 1                            (128,})→s302
0 1 5 11 31 128 302                               stmts i0 i { stmts }                              else { d = 1 ; e = 1 }                            (302,else)→r6：根据stmt→{ stmts }归约：将状态栈和符号栈都出栈3个，再将stmt加到符号栈里，再(11,stmt)→29
0 1 5 11 29                                       stmts i0 i stmt                                   else { d = 1 ; e = 1 }                            (29,else)→s125
0 1 5 11 29 125                                   stmts i0 i stmt else                              { d = 1 ; e = 1 } if                              (125,{)→r64：根据e→else归约：将状态栈和符号栈都出栈1个，再将e加到符号栈里，再(29,e)→124
0 1 5 11 29 124                                   stmts i0 i stmt e                                 { d = 1 ; e = 1 } if                              (124,{)→s4
0 1 5 11 29 124 4                                 stmts i0 i stmt e {                               d = 1 ; e = 1 } if (                              (4,id)→r2：根据stmts→ε 归约：将状态栈和符号栈都出栈0个，再将stmts加到符号栈里，再(4,stmts)→10
0 1 5 11 29 124 4 10                              stmts i0 i stmt e { stmts                         d = 1 ; e = 1 } if (                              (10,id)→s7
0 1 5 11 29 124 4 10 7                            stmts i0 i stmt e { stmts id                      = 1 ; e = 1 } if ( 1                              (7,=)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(10,id2)→28
0 1 5 11 29 124 4 10 28                           stmts i0 i stmt e { stmts id2                     = 1 ; e = 1 } if ( 1                              (28,=)→s116
0 1 5 11 29 124 4 10 28 116                       stmts i0 i stmt e { stmts id2 =                   1 ; e = 1 } if ( 1 )                              (116,num)→s276
1 5 11 29 124 4 10 28 116 276                     stmts i0 i stmt e { stmts id2 = num               ; e = 1 } if ( 1 ) f                              (276,;)→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(116,factor)→272
1 5 11 29 124 4 10 28 116 272                     stmts i0 i stmt e { stmts id2 = factor            ; e = 1 } if ( 1 ) f                              (272,;)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(116,unary)→269
1 5 11 29 124 4 10 28 116 269                     stmts i0 i stmt e { stmts id2 = unary             ; e = 1 } if ( 1 ) f                              (269,;)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(116,term)→268
1 5 11 29 124 4 10 28 116 268                     stmts i0 i stmt e { stmts id2 = term              ; e = 1 } if ( 1 ) f                              (268,;)→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(116,expr)→267
1 5 11 29 124 4 10 28 116 267                     stmts i0 i stmt e { stmts id2 = expr              ; e = 1 } if ( 1 ) f                              (267,;)→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(116,rel)→266
1 5 11 29 124 4 10 28 116 266                     stmts i0 i stmt e { stmts id2 = rel               ; e = 1 } if ( 1 ) f                              (266,;)→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(116,equality)→265
1 5 11 29 124 4 10 28 116 265                     stmts i0 i stmt e { stmts id2 = equality          ; e = 1 } if ( 1 ) f                              (265,;)→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(116,join)→264
1 5 11 29 124 4 10 28 116 264                     stmts i0 i stmt e { stmts id2 = join              ; e = 1 } if ( 1 ) f                              (264,;)→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(116,bool)→262
1 5 11 29 124 4 10 28 116 262                     stmts i0 i stmt e { stmts id2 = bool              ; e = 1 } if ( 1 ) f                              (262,;)→r78：根据s2→bool归约：将状态栈和符号栈都出栈1个，再将s2加到符号栈里，再(116,s2)→260
1 5 11 29 124 4 10 28 116 260                     stmts i0 i stmt e { stmts id2 = s2                ; e = 1 } if ( 1 ) f                              (260,;)→r7：根据s→id2 = s2归约：将状态栈和符号栈都出栈3个，再将s加到符号栈里，再(10,s)→25
0 1 5 11 29 124 4 10 25                           stmts i0 i stmt e { stmts s                       ; e = 1 } if ( 1 ) f                              (25,;)→s112
0 1 5 11 29 124 4 10 25 112                       stmts i0 i stmt e { stmts s ;                     e = 1 } if ( 1 ) f =                              (112,id)→r4：根据stmt→s ;归约：将状态栈和符号栈都出栈2个，再将stmt加到符号栈里，再(10,stmt)→24
0 1 5 11 29 124 4 10 24                           stmts i0 i stmt e { stmts stmt                    e = 1 } if ( 1 ) f =                              (24,id)→r1：根据stmts→stmts stmt 归约：将状态栈和符号栈都出栈2个，再将stmts加到符号栈里，再(4,stmts)→10
0 1 5 11 29 124 4 10                              stmts i0 i stmt e { stmts                         e = 1 } if ( 1 ) f =                              (10,id)→s7
0 1 5 11 29 124 4 10 7                            stmts i0 i stmt e { stmts id                      = 1 } if ( 1 ) f = 1                              (7,=)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(10,id2)→28
0 1 5 11 29 124 4 10 28                           stmts i0 i stmt e { stmts id2                     = 1 } if ( 1 ) f = 1                              (28,=)→s116
0 1 5 11 29 124 4 10 28 116                       stmts i0 i stmt e { stmts id2 =                   1 } if ( 1 ) f = 1 ;                              (116,num)→s276
1 5 11 29 124 4 10 28 116 276                     stmts i0 i stmt e { stmts id2 = num               } if ( 1 ) f = 1 ; else                           (276,})→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(116,factor)→272
1 5 11 29 124 4 10 28 116 272                     stmts i0 i stmt e { stmts id2 = factor            } if ( 1 ) f = 1 ; else                           (272,})→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(116,unary)→269
1 5 11 29 124 4 10 28 116 269                     stmts i0 i stmt e { stmts id2 = unary             } if ( 1 ) f = 1 ; else                           (269,})→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(116,term)→268
1 5 11 29 124 4 10 28 116 268                     stmts i0 i stmt e { stmts id2 = term              } if ( 1 ) f = 1 ; else                           (268,})→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(116,expr)→267
1 5 11 29 124 4 10 28 116 267                     stmts i0 i stmt e { stmts id2 = expr              } if ( 1 ) f = 1 ; else                           (267,})→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(116,rel)→266
1 5 11 29 124 4 10 28 116 266                     stmts i0 i stmt e { stmts id2 = rel               } if ( 1 ) f = 1 ; else                           (266,})→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(116,equality)→265
1 5 11 29 124 4 10 28 116 265                     stmts i0 i stmt e { stmts id2 = equality          } if ( 1 ) f = 1 ; else                           (265,})→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(116,join)→264
1 5 11 29 124 4 10 28 116 264                     stmts i0 i stmt e { stmts id2 = join              } if ( 1 ) f = 1 ; else                           (264,})→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(116,bool)→262
1 5 11 29 124 4 10 28 116 262                     stmts i0 i stmt e { stmts id2 = bool              } if ( 1 ) f = 1 ; else                           (262,})→r78：根据s2→bool归约：将状态栈和符号栈都出栈1个，再将s2加到符号栈里，再(116,s2)→260
1 5 11 29 124 4 10 28 116 260                     stmts i0 i stmt e { stmts id2 = s2                } if ( 1 ) f = 1 ; else                           (260,})→r7：根据s→id2 = s2归约：将状态栈和符号栈都出栈3个，再将s加到符号栈里，再(10,s)→25
0 1 5 11 29 124 4 10 25                           stmts i0 i stmt e { stmts s                       } if ( 1 ) f = 1 ; else                           (25,})→r5：根据stmt→s归约：将状态栈和符号栈都出栈1个，再将stmt加到符号栈里，再(10,stmt)→24
0 1 5 11 29 124 4 10 24                           stmts i0 i stmt e { stmts stmt                    } if ( 1 ) f = 1 ; else                           (24,})→r1：根据stmts→stmts stmt 归约：将状态栈和符号栈都出栈2个，再将stmts加到符号栈里，再(4,stmts)→10
0 1 5 11 29 124 4 10                              stmts i0 i stmt e { stmts                         } if ( 1 ) f = 1 ; else                           (10,})→s23
0 1 5 11 29 124 4 10 23                           stmts i0 i stmt e { stmts }                       if ( 1 ) f = 1 ; else f                           (23,if)→r6：根据stmt→{ stmts }归约：将状态栈和符号栈都出栈3个，再将stmt加到符号栈里，再(124,stmt)→301
0 1 5 11 29 124 301                               stmts i0 i stmt e stmt                            if ( 1 ) f = 1 ; else f                           (301,if)→r61：根据stmt→i0 i stmt e stmt归约：将状态栈和符号栈都出栈5个，再将stmt加到符号栈里，再(1,stmt)→2
0 1 2                                             stmts stmt                                        if ( 1 ) f = 1 ; else f                           (2,if)→r1：根据stmts→stmts stmt 归约：将状态栈和符号栈都出栈2个，再将stmts加到符号栈里，再(0,stmts)→1
0 1                                               stmts                                             if ( 1 ) f = 1 ; else f                           (1,if)→r62：根据i0→ε归约：将状态栈和符号栈都出栈0个，再将i0加到符号栈里，再(1,i0)→5
0 1 5                                             stmts i0                                          if ( 1 ) f = 1 ; else f                           (5,if)→s13
0 1 5 13                                          stmts i0 if                                       ( 1 ) f = 1 ; else f =                            (13,()→s36
0 1 5 13 36                                       stmts i0 if (                                     1 ) f = 1 ; else f = 0                            (36,num)→s155
0 1 5 13 36 155                                   stmts i0 if ( num                                 ) f = 1 ; else f = 0 if                           (155,))→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(36,factor)→150
0 1 5 13 36 150                                   stmts i0 if ( factor                              ) f = 1 ; else f = 0 if                           (150,))→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(36,unary)→147
0 1 5 13 36 147                                   stmts i0 if ( unary                               ) f = 1 ; else f = 0 if                           (147,))→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(36,term)→146
0 1 5 13 36 146                                   stmts i0 if ( term                                ) f = 1 ; else f = 0 if                           (146,))→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(36,expr)→145
0 1 5 13 36 145                                   stmts i0 if ( expr                                ) f = 1 ; else f = 0 if                           (145,))→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(36,rel)→144
0 1 5 13 36 144                                   stmts i0 if ( rel                                 ) f = 1 ; else f = 0 if                           (144,))→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(36,equality)→143
0 1 5 13 36 143                                   stmts i0 if ( equality                            ) f = 1 ; else f = 0 if                           (143,))→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(36,join)→142
0 1 5 13 36 142                                   stmts i0 if ( join                                ) f = 1 ; else f = 0 if                           (142,))→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(36,bool)→141
0 1 5 13 36 141                                   stmts i0 if ( bool                                ) f = 1 ; else f = 0 if                           (141,))→s347
0 1 5 13 36 141 347                               stmts i0 if ( bool )                              f = 1 ; else f = 0 if (                           (347,id)→r63：根据i→if ( bool )归约：将状态栈和符号栈都出栈4个，再将i加到符号栈里，再(5,i)→11
0 1 5 11                                          stmts i0 i                                        f = 1 ; else f = 0 if (                           (11,id)→s7
0 1 5 11 7                                        stmts i0 i id                                     = 1 ; else f = 0 if ( 0                           (7,=)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(11,id2)→33
0 1 5 11 33                                       stmts i0 i id2                                    = 1 ; else f = 0 if ( 0                           (33,=)→s131
0 1 5 11 33 131                                   stmts i0 i id2 =                                  1 ; else f = 0 if ( 0 )                           (131,num)→s321
0 1 5 11 33 131 321                               stmts i0 i id2 = num                              ; else f = 0 if ( 0 ) {                           (321,;)→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(131,factor)→317
0 1 5 11 33 131 317                               stmts i0 i id2 = factor                           ; else f = 0 if ( 0 ) {                           (317,;)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(131,unary)→314
0 1 5 11 33 131 314                               stmts i0 i id2 = unary                            ; else f = 0 if ( 0 ) {                           (314,;)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(131,term)→313
0 1 5 11 33 131 313                               stmts i0 i id2 = term                             ; else f = 0 if ( 0 ) {                           (313,;)→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(131,expr)→312
0 1 5 11 33 131 312                               stmts i0 i id2 = expr                             ; else f = 0 if ( 0 ) {                           (312,;)→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(131,rel)→311
0 1 5 11 33 131 311                               stmts i0 i id2 = rel                              ; else f = 0 if ( 0 ) {                           (311,;)→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(131,equality)→310
0 1 5 11 33 131 310                               stmts i0 i id2 = equality                         ; else f = 0 if ( 0 ) {                           (310,;)→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(131,join)→309
0 1 5 11 33 131 309                               stmts i0 i id2 = join                             ; else f = 0 if ( 0 ) {                           (309,;)→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(131,bool)→307
0 1 5 11 33 131 307                               stmts i0 i id2 = bool                             ; else f = 0 if ( 0 ) {                           (307,;)→r78：根据s2→bool归约：将状态栈和符号栈都出栈1个，再将s2加到符号栈里，再(131,s2)→305
0 1 5 11 33 131 305                               stmts i0 i id2 = s2                               ; else f = 0 if ( 0 ) {                           (305,;)→r7：根据s→id2 = s2归约：将状态栈和符号栈都出栈3个，再将s加到符号栈里，再(11,s)→30
0 1 5 11 30                                       stmts i0 i s                                      ; else f = 0 if ( 0 ) {                           (30,;)→s127
0 1 5 11 30 127                                   stmts i0 i s ;                                    else f = 0 if ( 0 ) { if                          (127,else)→r4：根据stmt→s ;归约：将状态栈和符号栈都出栈2个，再将stmt加到符号栈里，再(11,stmt)→29
0 1 5 11 29                                       stmts i0 i stmt                                   else f = 0 if ( 0 ) { if                          (29,else)→s125
0 1 5 11 29 125                                   stmts i0 i stmt else                              f = 0 if ( 0 ) { if (                             (125,id)→r64：根据e→else归约：将状态栈和符号栈都出栈1个，再将e加到符号栈里，再(29,e)→124
0 1 5 11 29 124                                   stmts i0 i stmt e                                 f = 0 if ( 0 ) { if (                             (124,id)→s7
0 1 5 11 29 124 7                                 stmts i0 i stmt e id                              = 0 if ( 0 ) { if ( 1                             (7,=)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(124,id2)→6
0 1 5 11 29 124 6                                 stmts i0 i stmt e id2                             = 0 if ( 0 ) { if ( 1                             (6,=)→s14
0 1 5 11 29 124 6 14                              stmts i0 i stmt e id2 =                           0 if ( 0 ) { if ( 1 )                             (14,num)→s53
0 1 5 11 29 124 6 14 53                           stmts i0 i stmt e id2 = num                       if ( 0 ) { if ( 1 ) b2                            (53,if)→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(14,factor)→49
0 1 5 11 29 124 6 14 49                           stmts i0 i stmt e id2 = factor                    if ( 0 ) { if ( 1 ) b2                            (49,if)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(14,unary)→46
0 1 5 11 29 124 6 14 46                           stmts i0 i stmt e id2 = unary                     if ( 0 ) { if ( 1 ) b2                            (46,if)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(14,term)→45
0 1 5 11 29 124 6 14 45                           stmts i0 i stmt e id2 = term                      if ( 0 ) { if ( 1 ) b2                            (45,if)→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(14,expr)→44
0 1 5 11 29 124 6 14 44                           stmts i0 i stmt e id2 = expr                      if ( 0 ) { if ( 1 ) b2                            (44,if)→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(14,rel)→43
0 1 5 11 29 124 6 14 43                           stmts i0 i stmt e id2 = rel                       if ( 0 ) { if ( 1 ) b2                            (43,if)→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(14,equality)→42
0 1 5 11 29 124 6 14 42                           stmts i0 i stmt e id2 = equality                  if ( 0 ) { if ( 1 ) b2                            (42,if)→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(14,join)→41
0 1 5 11 29 124 6 14 41                           stmts i0 i stmt e id2 = join                      if ( 0 ) { if ( 1 ) b2                            (41,if)→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(14,bool)→39
0 1 5 11 29 124 6 14 39                           stmts i0 i stmt e id2 = bool                      if ( 0 ) { if ( 1 ) b2                            (39,if)→r78：根据s2→bool归约：将状态栈和符号栈都出栈1个，再将s2加到符号栈里，再(14,s2)→37
0 1 5 11 29 124 6 14 37                           stmts i0 i stmt e id2 = s2                        if ( 0 ) { if ( 1 ) b2                            (37,if)→r7：根据s→id2 = s2归约：将状态栈和符号栈都出栈3个，再将s加到符号栈里，再(124,s)→3
0 1 5 11 29 124 3                                 stmts i0 i stmt e s                               if ( 0 ) { if ( 1 ) b2                            (3,if)→r5：根据stmt→s归约：将状态栈和符号栈都出栈1个，再将stmt加到符号栈里，再(124,stmt)→301
0 1 5 11 29 124 301                               stmts i0 i stmt e stmt                            if ( 0 ) { if ( 1 ) b2                            (301,if)→r61：根据stmt→i0 i stmt e stmt归约：将状态栈和符号栈都出栈5个，再将stmt加到符号栈里，再(1,stmt)→2
0 1 2                                             stmts stmt                                        if ( 0 ) { if ( 1 ) b2                            (2,if)→r1：根据stmts→stmts stmt 归约：将状态栈和符号栈都出栈2个，再将stmts加到符号栈里，再(0,stmts)→1
0 1                                               stmts                                             if ( 0 ) { if ( 1 ) b2                            (1,if)→r62：根据i0→ε归约：将状态栈和符号栈都出栈0个，再将i0加到符号栈里，再(1,i0)→5
0 1 5                                             stmts i0                                          if ( 0 ) { if ( 1 ) b2                            (5,if)→s13
0 1 5 13                                          stmts i0 if                                       ( 0 ) { if ( 1 ) b2 =                             (13,()→s36
0 1 5 13 36                                       stmts i0 if (                                     0 ) { if ( 1 ) b2 = 1                             (36,num)→s155
0 1 5 13 36 155                                   stmts i0 if ( num                                 ) { if ( 1 ) b2 = 1 ;                             (155,))→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(36,factor)→150
0 1 5 13 36 150                                   stmts i0 if ( factor                              ) { if ( 1 ) b2 = 1 ;                             (150,))→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(36,unary)→147
0 1 5 13 36 147                                   stmts i0 if ( unary                               ) { if ( 1 ) b2 = 1 ;                             (147,))→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(36,term)→146
0 1 5 13 36 146                                   stmts i0 if ( term                                ) { if ( 1 ) b2 = 1 ;                             (146,))→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(36,expr)→145
0 1 5 13 36 145                                   stmts i0 if ( expr                                ) { if ( 1 ) b2 = 1 ;                             (145,))→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(36,rel)→144
0 1 5 13 36 144                                   stmts i0 if ( rel                                 ) { if ( 1 ) b2 = 1 ;                             (144,))→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(36,equality)→143
0 1 5 13 36 143                                   stmts i0 if ( equality                            ) { if ( 1 ) b2 = 1 ;                             (143,))→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(36,join)→142
0 1 5 13 36 142                                   stmts i0 if ( join                                ) { if ( 1 ) b2 = 1 ;                             (142,))→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(36,bool)→141
0 1 5 13 36 141                                   stmts i0 if ( bool                                ) { if ( 1 ) b2 = 1 ;                             (141,))→s347
0 1 5 13 36 141 347                               stmts i0 if ( bool )                              { if ( 1 ) b2 = 1 ; else                          (347,{)→r63：根据i→if ( bool )归约：将状态栈和符号栈都出栈4个，再将i加到符号栈里，再(5,i)→11
0 1 5 11                                          stmts i0 i                                        { if ( 1 ) b2 = 1 ; else                          (11,{)→s31
0 1 5 11 31                                       stmts i0 i {                                      if ( 1 ) b2 = 1 ; else b2                         (31,if)→r2：根据stmts→ε 归约：将状态栈和符号栈都出栈0个，再将stmts加到符号栈里，再(31,stmts)→128
0 1 5 11 31 128                                   stmts i0 i { stmts                                if ( 1 ) b2 = 1 ; else b2                         (128,if)→r62：根据i0→ε归约：将状态栈和符号栈都出栈0个，再将i0加到符号栈里，再(128,i0)→27
0 1 5 11 31 128 27                                stmts i0 i { stmts i0                             if ( 1 ) b2 = 1 ; else b2                         (27,if)→s13
0 1 5 11 31 128 27 13                             stmts i0 i { stmts i0 if                          ( 1 ) b2 = 1 ; else b2 =                          (13,()→s36
0 1 5 11 31 128 27 13 36                          stmts i0 i { stmts i0 if (                        1 ) b2 = 1 ; else b2 = 0                          (36,num)→s155
0 1 5 11 31 128 27 13 36 155                      stmts i0 i { stmts i0 if ( num                    ) b2 = 1 ; else b2 = 0 }                          (155,))→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(36,factor)→150
0 1 5 11 31 128 27 13 36 150                      stmts i0 i { stmts i0 if ( factor                 ) b2 = 1 ; else b2 = 0 }                          (150,))→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(36,unary)→147
0 1 5 11 31 128 27 13 36 147                      stmts i0 i { stmts i0 if ( unary                  ) b2 = 1 ; else b2 = 0 }                          (147,))→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(36,term)→146
0 1 5 11 31 128 27 13 36 146                      stmts i0 i { stmts i0 if ( term                   ) b2 = 1 ; else b2 = 0 }                          (146,))→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(36,expr)→145
0 1 5 11 31 128 27 13 36 145                      stmts i0 i { stmts i0 if ( expr                   ) b2 = 1 ; else b2 = 0 }                          (145,))→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(36,rel)→144
0 1 5 11 31 128 27 13 36 144                      stmts i0 i { stmts i0 if ( rel                    ) b2 = 1 ; else b2 = 0 }                          (144,))→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(36,equality)→143
0 1 5 11 31 128 27 13 36 143                      stmts i0 i { stmts i0 if ( equality               ) b2 = 1 ; else b2 = 0 }                          (143,))→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(36,join)→142
0 1 5 11 31 128 27 13 36 142                      stmts i0 i { stmts i0 if ( join                   ) b2 = 1 ; else b2 = 0 }                          (142,))→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(36,bool)→141
0 1 5 11 31 128 27 13 36 141                      stmts i0 i { stmts i0 if ( bool                   ) b2 = 1 ; else b2 = 0 }                          (141,))→s347
1 5 11 31 128 27 13 36 141 347                    stmts i0 i { stmts i0 if ( bool )                 b2 = 1 ; else b2 = 0 } if                         (347,id)→r63：根据i→if ( bool )归约：将状态栈和符号栈都出栈4个，再将i加到符号栈里，再(27,i)→114
0 1 5 11 31 128 27 114                            stmts i0 i { stmts i0 i                           b2 = 1 ; else b2 = 0 } if                         (114,id)→s7
0 1 5 11 31 128 27 114 7                          stmts i0 i { stmts i0 i id                        = 1 ; else b2 = 0 } if (                          (7,=)→r76：根据id2→id归约：将状态栈和符号栈都出栈1个，再将id2加到符号栈里，再(114,id2)→258
0 1 5 11 31 128 27 114 258                        stmts i0 i { stmts i0 i id2                       = 1 ; else b2 = 0 } if (                          (258,=)→s548
0 1 5 11 31 128 27 114 258 548                    stmts i0 i { stmts i0 i id2 =                     1 ; else b2 = 0 } if ( 1                          (548,num)→s854
1 5 11 31 128 27 114 258 548 854                  stmts i0 i { stmts i0 i id2 = num                 ; else b2 = 0 } if ( 1 )                          (854,;)→r39：根据factor→num 归约：将状态栈和符号栈都出栈1个，再将factor加到符号栈里，再(548,factor)→850
1 5 11 31 128 27 114 258 548 850                  stmts i0 i { stmts i0 i id2 = factor              ; else b2 = 0 } if ( 1 )                          (850,;)→r36：根据unary→factor归约：将状态栈和符号栈都出栈1个，再将unary加到符号栈里，再(548,unary)→847
1 5 11 31 128 27 114 258 548 847                  stmts i0 i { stmts i0 i id2 = unary               ; else b2 = 0 } if ( 1 )                          (847,;)→r33：根据term→unary 归约：将状态栈和符号栈都出栈1个，再将term加到符号栈里，再(548,term)→846
1 5 11 31 128 27 114 258 548 846                  stmts i0 i { stmts i0 i id2 = term                ; else b2 = 0 } if ( 1 )                          (846,;)→r29：根据expr→term 归约：将状态栈和符号栈都出栈1个，再将expr加到符号栈里，再(548,expr)→845
1 5 11 31 128 27 114 258 548 845                  stmts i0 i { stmts i0 i id2 = expr                ; else b2 = 0 } if ( 1 )                          (845,;)→r26：根据rel→expr 归约：将状态栈和符号栈都出栈1个，再将rel加到符号栈里，再(548,rel)→844
1 5 11 31 128 27 114 258 548 844                  stmts i0 i { stmts i0 i id2 = rel                 ; else b2 = 0 } if ( 1 )                          (844,;)→r21：根据equality→rel 归约：将状态栈和符号栈都出栈1个，再将equality加到符号栈里，再(548,equality)→843
1 5 11 31 128 27 114 258 548 843                  stmts i0 i { stmts i0 i id2 = equality            ; else b2 = 0 } if ( 1 )                          (843,;)→r18：根据join→equality归约：将状态栈和符号栈都出栈1个，再将join加到符号栈里，再(548,join)→842
1 5 11 31 128 27 114 258 548 842                  stmts i0 i { stmts i0 i id2 = join                ; else b2 = 0 } if ( 1 )                          (842,;)→r16：根据bool→join归约：将状态栈和符号栈都出栈1个，再将bool加到符号栈里，再(548,bool)→840
1 5 11 31 128 27 114 258 548 840                  stmts i0 i { stmts i0 i id2 = bool                ; else b2 = 0 } if ( 1 )                          (840,;)→r78：根据s2→bool归约：将状态栈和符号栈都出栈1个，再将s2加到符号栈里，再(548,s2)→838
1 5 11 31 128 27 114 258 548 838                  stmts i0 i { stmts i0 i id2 = s2                  ; else b2 = 0 } if ( 1 )                          (838,;)→r7：根据s→id2 = s2归约：将状态栈和符号栈都出栈3个，再将s加到符号栈里，再(114,s)→255
0 1 5 11 31 128 27 114 255                        stmts i0 i { stmts i0 i s                         ; else b2 = 0 } if ( 1 )                          (255,;)→s544
